EIN,Organization Name,Organization Incorporation Date,Location State,Location County,Location Name,Location Type,Location Open Date,Location Close Date,Location City,Location Zip Code,Record Year,Record Month,Stray At Large Canine Adult,Stray At Large Canine Up to 5 Months,Stray At Large Canine Age Unknown,Stray At Large Feline Adult,Stray At Large Feline Up to 5 Months,Stray At Large Feline Age Unknown,Relinquished By Owner Canine Adult,Relinquished By Owner Canine Up to 5 Months,Relinquished By Owner Canine Age Unknown,Relinquished By Owner Feline Adult,Relinquished By Owner Feline Up to 5 Months,Relinquished By Owner Feline Age Unknown,Intake Owner-Intended Euthanasia Canine Adult,Intake Owner-Intended Euthanasia Canine Up to 5 Months,Intake Owner-Intended Euthanasia Canine Age Unknown,Intake Owner-Intended Euthanasia Feline Adult,Intake Owner-Intended Euthanasia Feline Up to 5 Months,Intake Owner-Intended Euthanasia Feline Age Unknown,Transferred In From Agency Canine Adult,Transferred In From Agency Canine Up to 5 Months,Transferred In From Agency Canine Age Unknown,Transferred In From Agency Feline Adult,Transferred In From Agency Feline Up to 5 Months,Transferred In From Agency Feline Age Unknown,Other Intakes Canine Adult,Other Intakes Canine Up to 5 Months,Other Intakes Canine Age Unknown,Other Intakes Feline Adult,Other Intakes Feline Up to 5 Months,Other Intakes Feline Age Unknown,Adoption Canine Adult,Adoption Canine Up to 5 Months,Adoption Canine Age Unknown,Adoption Feline Adult,Adoption Feline Up to 5 Months,Adoption Feline Age Unknown,Returned To Owner Canine Adult,Returned To Owner Canine Up to 5 Months,Returned To Owner Canine Age Unknown,Returned To Owner Feline Adult,Returned To Owner Feline Up to 5 Months,Returned To Owner Feline Age Unknown,Transfer To Another Agency Canine Adult,Transfer To Another Agency Canine Up to 5 Months,Transfer To Another Agency Canine Age Unknown,Transfer To Another Agency Feline Adult,Transfer To Another Agency Feline Up to 5 Months,Transfer To Another Agency Feline Age Unknown,Returned To Field Canine Adult,Returned To Field Canine Up to 5 Months,Returned To Field Canine Age Unknown,Returned To Field Feline Adult,Returned To Field Feline Up to 5 Months,Returned To Field Feline Age Unknown,Other Live Outcome Canine Adult,Other Live Outcome Canine Up to 5 Months,Other Live Outcome Canine Age Unknown,Other Live Outcome Feline Adult,Other Live Outcome Feline Up to 5 Months,Other Live Outcome Feline Age Unknown,Died In Care Canine Adult,Died In Care Canine Up to 5 Months,Died In Care Canine Age Unknown,Died In Care Feline Adult,Died In Care Feline Up to 5 Months,Died In Care Feline Age Unknown,Lost In Care Canine Adult,Lost In Care Canine Up to 5 Months,Lost In Care Canine Age Unknown,Lost In Care Feline Adult,Lost In Care Feline Up to 5 Months,Lost In Care Feline Age Unknown,Shelter Euthanasia Canine Adult,Shelter Euthanasia Canine Up to 5 Months,Shelter Euthanasia Canine Age Unknown,Shelter Euthanasia Feline Adult,Shelter Euthanasia Feline Up to 5 Months,Shelter Euthanasia Feline Age Unknown,Outcome Owner-Intended Euthanasia Canine Adult,Outcome Owner-Intended Euthanasia Canine Up to 5 Months,Outcome Owner-Intended Euthanasia Canine Age Unknown,Outcome Owner-Intended Euthanasia Feline Adult,Outcome Owner-Intended Euthanasia Feline Up to 5 Months,Outcome Owner-Intended Euthanasia Feline Age Unknown,Beginning Total Canine,Beginning Total Feline,Ending Total Canine,Ending Total Feline
57-1186810,Child and Pet Relief Fund,10/1/2003 12:00:00 AM,IN,Lake County,Child and Pet Relief Fund,"Rescue, Private",10/1/2003 12:00:00 AM,,CEDAR LAKE,46303,2012,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0
61-1440813,King Street Cats,1/1/2003 12:00:00 AM,VA,Alexandria City,King Street Cats,"Rescue, Private",1/1/2003 12:00:00 AM,,ALEXANDRIA,22314,2011,8,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,101
27-2204508,New Leash on Life USA,3/1/2010 12:00:00 AM,PA,Montgomery County,New Leash on Life USA,"Rescue, Private",3/1/2010 12:00:00 AM,,PENN VALLEY,19072,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63-1253853,The Haven,1/1/2000 12:00:00 AM,AL,Baldwin County,The Haven,"Shelter, Government Contract",1/1/2000 12:00:00 AM,,FAIRHOPE,36532,2012,2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,6,9,0,8,4,0,1,1,0,2,0,0,12,6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,17,21
58-6001495,Habersham County Animal Care & Control,10/1/2008 12:00:00 AM,GA,Habersham County,Habersham County Animal Care & Control,Government Animal Services,10/1/2008 12:00:00 AM,,CLARKESVILLE,30523,2012,2,38,15,6,9,6,3,8,0,2,2,1,0,0,0,1,0,0,0,39,19,3,2,0,0,3,0,5,0,0,3,18,3,0,5,3,0,6,0,6,0,0,4,25,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,2,11,1,0,0,0,0,0,0,0,188,61,218,63
57-0384155,Humane Society of Greenwood,3/1/1958 12:00:00 AM,SC,Greenwood County,Humane Society of Greenwood,"Shelter, Government Contract",3/1/1958 12:00:00 AM,,GREENWOOD,29649,2011,2,51,20,9,35,5,52,29,16,8,16,1,1,2,0,0,1,0,0,0,0,0,0,0,0,12,5,1,9,7,20,14,6,0,9,5,0,10,1,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,41,27,11,19,8,66,1,0,0,1,0,0,114,54,139,93
58-6001495,Habersham County Animal Care & Control,10/1/2008 12:00:00 AM,GA,Habersham County,Habersham County Animal Care & Control,Government Animal Services,10/1/2008 12:00:00 AM,,CLARKESVILLE,30523,2011,11,25,7,8,4,3,1,6,0,0,1,1,0,0,0,1,0,0,0,13,3,0,0,0,0,9,0,3,0,0,1,15,1,0,5,4,0,3,0,2,0,0,2,39,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,2,12,16,2,0,0,1,0,0,0,143,112,108,82
23-7148054,Hi Tor Animal Care Center,4/1/1971 12:00:00 AM,NY,Rockland County,Hi Tor Animal Care Center,"Shelter, Government Contract",4/1/1971 12:00:00 AM,,POMONA,10970,2012,8,23,1,0,21,81,10,25,5,1,18,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,22,44,4,18,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,7,9,3,0,0,0,0,0,0,96,177,83,200
82-3255528,TNR A Better Chance dba Kitten Division Adoption Center,1/1/2011 12:00:00 AM,MO,Pulaski County,TNR A Better Chance dba Kitten Division Adoption Center,"Shelter, Private",1/1/2011 12:00:00 AM,,SAINT ROBERT,65584,2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,40
37-1470493,Bond County Humane Society,8/1/2003 12:00:00 AM,IL,Bond County,Bond County Humane Society,"Shelter, Private",8/1/2003 12:00:00 AM,,GREENVILLE,62246,2011,4,2,3,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,44,8,45
59-6000661,Hillsborough County Pet Resource Center,,FL,Hillsborough County,Hillsborough County Pet Resource Center,Government Animal Services,,,TAMPA,33619,2012,7,0,0,671,0,0,875,0,0,168,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,294,0,0,153,0,0,93,0,0,7,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,384,0,0,818,0,0,0,0,0,0,0,0,0,0
91-0828499,Blue Mountain Humane Society,7/1/1967 12:00:00 AM,WA,Walla Walla County,Blue Mountain Humane Society,"Shelter, Government Contract",7/1/1967 12:00:00 AM,,WALLA WALLA,99362,2012,2,0,0,75,0,0,20,0,0,25,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,36,0,0,19,0,0,27,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,61,32,96,49
35-0989705,Kokomo Humane Society,1/1/1990 12:00:00 AM,IN,Howard County,Kokomo Humane Society,"Shelter, Government Contract",1/1/1990 12:00:00 AM,,KOKOMO,46902,2012,6,77,11,0,42,49,0,44,11,0,56,100,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,20,0,13,21,0,31,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,34,0,0,70,114,2,2,0,0,3,0,1,65,123,72,132
94-6000814,Kings County Animal Services,1/1/1980 12:00:00 AM,CA,Kings County,Kings County Animal Services,Government Animal Services,1/1/1980 12:00:00 AM,,HANFORD,93232,2011,10,152,33,17,63,151,24,15,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,2,0,14,4,1,0,0,0,18,3,0,6,5,0,31,0,1,4,0,0,46,16,2,46,62,0,0,0,0,0,0,0,5,0,0,1,0,0,3,5,0,0,3,0,1,0,0,0,0,2,82,20,12,29,92,14,0,0,0,0,0,0,259,246,252,225
26-2230952,ALIVE Rescue,1/1/2009 12:00:00 AM,IL,Cook County,ALIVE Rescue,"Rescue, Private",1/1/2009 12:00:00 AM,,CHICAGO,60618,2012,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0
59-0530990,"Halifax Humane Society, Inc.",2/1/1937 12:00:00 AM,FL,Volusia County,"Halifax Humane Society, Inc.","Shelter, Government Contract",2/1/1937 12:00:00 AM,,DAYTONA BEACH,32124,2011,5,43,7,52,20,112,151,98,30,4,64,66,22,1,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,7,2,77,34,9,26,39,6,11,2,23,0,0,3,3,0,0,6,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,34,1,28,61,124,178,0,0,0,0,0,0,109,187,129,157
20-1658195,Humane Society of Wickenburg,1/1/2005 12:00:00 AM,AZ,Maricopa County,Humane Society of Wickenburg,"Shelter, Private",1/1/2005 12:00:00 AM,,WICKENBURG,85390,2011,6,0,9,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,31,11
86-0789269,Foothills Animal Rescue,3/1/1995 12:00:00 AM,AZ,Maricopa County,Resale Boutique,"Shelter, Private",3/1/1995 12:00:00 AM,,SCOTTSDALE,85255,2011,1,0,0,0,0,0,0,5,5,0,3,2,0,0,0,0,0,0,0,22,8,0,0,4,0,1,6,0,4,0,0,27,6,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,184,23,157
93-6002148,city of dallas police department,1/1/1874 12:00:00 AM,OR,Polk County,city of dallas police department,Government Animal Services,1/1/1874 12:00:00 AM,,DALLAS,97338,2012,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63-1253853,The Haven,1/1/2000 12:00:00 AM,AL,Baldwin County,The Haven,"Shelter, Government Contract",1/1/2000 12:00:00 AM,,FAIRHOPE,36532,2012,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,9,0,1,0,0,0,0,0,14,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,24,17,24
48-0554339,Kansas Humane Society of Wichita,1/1/1888 12:00:00 AM,KS,Sedgwick County,Kansas Humane Society of Wichita,"Shelter, Private",1/1/1888 12:00:00 AM,,WICHITA,67219,2012,2,0,0,0,0,0,0,226,97,5,208,21,9,42,0,2,12,0,1,154,40,0,37,9,0,0,0,0,0,0,5,229,130,0,112,24,0,22,1,1,12,0,0,17,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,106,11,4,115,7,15,40,0,2,12,0,0,126,60,124,61
56-6000347,Wake County Animal Center,7/1/1966 12:00:00 AM,NC,Wake County,Wake County Animal Center,Government Animal Services,7/1/1966 12:00:00 AM,,RALEIGH,27610,2011,12,152,16,33,56,26,66,137,59,48,88,32,26,4,2,6,3,0,1,0,0,0,0,0,0,39,17,21,35,7,44,151,89,6,88,101,22,66,0,23,7,0,2,34,17,5,15,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,3,0,0,1,0,4,80,5,52,99,18,122,4,2,6,3,0,1,418,442,408,331
72-6000179,Bossier City Animal Control,1/1/1980 12:00:00 AM,LA,Bossier Parish,Bossier City Animal Control,Government Animal Services,1/1/1980 12:00:00 AM,,BOSSIER CITY,71111,2012,7,183,0,0,92,0,0,55,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,39,0,0,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,80,0,0,105,0,0,24,0,0,15,0,0,111,154,135,149
45-5293643,Wagging Dog Rescue,4/1/2012 12:00:00 AM,CA,San Diego County,Wagging Dog Rescue,"Rescue, Private",4/1/2012 12:00:00 AM,,CARLSBAD,92013,2012,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0
39-0973879,Humane Society of Southern Wisconsin,12/1/1910 12:00:00 AM,WI,Rock County,Humane Society of Southern Wisconsin,"Shelter, Government Contract",12/1/1910 12:00:00 AM,,JANESVILLE,53548,2011,10,85,8,1,95,45,2,6,0,0,4,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,47,33,0,44,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,44,20,4,2,0,0,2,0,0,25,165,32,157
23-7148054,Hi Tor Animal Care Center,4/1/1971 12:00:00 AM,NY,Rockland County,Hi Tor Animal Care Center,"Shelter, Government Contract",4/1/1971 12:00:00 AM,,POMONA,10970,2011,9,35,2,2,30,70,2,20,2,0,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,3,0,5,46,2,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,3,1,1,9,18,2,0,0,0,0,0,0,79,229,82,227
94-6000509,Contra Costa County Animal Services,7/1/1985 12:00:00 AM,CA,Contra Costa County,Contra Costa County Animal Services,Government Animal Services,7/1/1985 12:00:00 AM,,MARTINEZ,94553,2012,8,399,56,13,177,309,57,108,29,0,57,30,0,7,0,0,1,0,0,0,0,0,0,0,0,36,2,0,0,0,0,167,58,9,55,276,19,140,6,0,10,0,0,18,9,0,25,28,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,1,0,0,0,0,2,0,194,12,2,141,79,28,8,0,0,0,0,0,204,382,229,327
82-6000250,Rexburg Animal Shelter,1/1/1970 12:00:00 AM,ID,Madison County,Rexburg Animal Shelter,Government Animal Services,1/1/1970 12:00:00 AM,,REXBURG,83440,2011,12,2,2,0,4,8,0,2,13,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,5,0,3,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,0,1,0,0,3,2,3,10,21,9,18
37-1470493,Bond County Humane Society,8/1/2003 12:00:00 AM,IL,Bond County,Bond County Humane Society,"Shelter, Private",8/1/2003 12:00:00 AM,,GREENVILLE,62246,2011,5,1,0,0,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,9,53
20-1658195,Humane Society of Wickenburg,1/1/2005 12:00:00 AM,AZ,Maricopa County,Humane Society of Wickenburg,"Shelter, Private",1/1/2005 12:00:00 AM,,WICKENBURG,85390,2012,1,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,14,25,14
95-2141790,Bakersfield SPCA,1/1/1949 12:00:00 AM,CA,Kern County,Bakersfield SPCA,"Shelter, Private",1/1/1949 12:00:00 AM,,BAKERSFIELD,93308,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,31,29
59-6000661,Hillsborough County Pet Resource Center,,FL,Hillsborough County,Hillsborough County Pet Resource Center,Government Animal Services,,,TAMPA,33619,2011,3,0,0,595,0,0,625,0,0,179,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,0,0,23,0,0,224,0,0,88,0,0,127,0,0,13,0,0,88,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,2,0,0,378,0,0,463,0,0,0,0,0,0,0,0,0,0
27-4575751,german shepherd rescue of the rockies,1/1/2011 12:00:00 AM,CO,Morgan County,german shepherd rescue of the rockies,"Rescue, Private",1/1/2011 12:00:00 AM,,FORT MORGAN,80701,2012,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
94-2411106,Siskiyou Humane Society,6/1/1968 12:00:00 AM,CA,Siskiyou County,Siskiyou Humane Society,"Shelter, Government Contract",6/1/1968 12:00:00 AM,,MOUNT SHASTA,96067,2012,6,7,0,1,3,21,0,6,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,4,7,0,6,1,0,6,0,3,0,0,1,2,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,25,53,18,59
39-1030012,Neenah Animal Shelter,1/1/1962 12:00:00 AM,WI,Winnebago County,Neenah Animal Shelter,"Shelter, Private",1/1/1962 12:00:00 AM,,NEENAH,54956,2011,11,7,0,1,8,4,1,1,0,0,5,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,8,0,0,12,13,0,5,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,95,12,81
61-6000794,Breckinridge county animal shelter,5/1/2015 12:00:00 AM,KY,Breckinridge County,Breckinirdge county animal shelter,Government Animal Services,5/1/2015 12:00:00 AM,,HARDINSBURG,40143,2012,11,0,0,25,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,0,26,32,26,32
57-0384155,Humane Society of Greenwood,3/1/1958 12:00:00 AM,SC,Greenwood County,Humane Society of Greenwood,"Shelter, Government Contract",3/1/1958 12:00:00 AM,,GREENWOOD,29649,2012,7,66,44,11,49,93,5,29,20,1,17,51,1,4,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,9,0,16,7,1,12,21,0,18,1,0,0,0,0,6,11,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,61,52,22,38,152,15,3,0,0,2,0,0,109,99,94,73
27-0727370,Angels On Wheels Animal Rescue NFP,3/1/2009 12:00:00 AM,IL,Will County,Angels On Wheels Animal Rescue NFP,"Rescue, Private",3/1/2009 12:00:00 AM,,NAPERVILLE,60567,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82-0503942,MCPAWS Regional Animal Shelter,2/1/2002 12:00:00 AM,ID,Valley County,MCPAWS Regional Animal Shelter,"Shelter, Government Contract",2/1/2002 12:00:00 AM,,MCCALL,83638,2012,12,11,0,0,12,0,0,1,13,0,12,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,21,0,9,16,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,19,35,9,30
27-0269094,"Spay Neuter Assistance Program, Inc. d/b/a SNAP 2 It",5/1/2009 12:00:00 AM,GA,Gwinnett County,"Spay Neuter Assistance Program, Inc. d/b/a SNAP 2 It","Rescue, Private",5/1/2009 12:00:00 AM,,DACULA,30019,2011,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23,0,26
35-0989705,Kokomo Humane Society,1/1/1990 12:00:00 AM,IN,Howard County,Kokomo Humane Society,"Shelter, Government Contract",1/1/1990 12:00:00 AM,,KOKOMO,46902,2012,11,41,10,0,41,16,2,40,6,0,47,49,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,0,20,15,0,17,1,0,3,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,21,1,0,102,49,1,2,0,0,2,2,0,71,143,62,89
47-0820810,Beatrice humane Society,5/1/2000 12:00:00 AM,NE,Gage County,Beatrice Humane Society,"Shelter, Government Contract",5/1/2000 12:00:00 AM,,BEATRICE,68310,2011,7,25,3,1,4,31,10,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,2,0,0,0,0,10,1,0,5,6,0,21,2,0,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,34,114,33,139
61-0653278,Bowling Green/Warren County Humane Society,2/1/1964 12:00:00 AM,KY,Warren County,Bowling Green/Warren County Humane Society,"Shelter, Government Contract",2/1/1964 12:00:00 AM,,BOWLING GREEN,42101,2012,2,102,56,1,44,10,31,65,70,2,41,8,7,3,0,0,0,0,2,81,55,2,0,0,0,13,3,0,8,3,0,110,32,0,48,10,0,38,2,0,8,0,0,81,176,4,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,1,18,3,40,2,0,0,0,0,0,193,100,153,111
72-6000179,Bossier City Animal Control,1/1/1980 12:00:00 AM,LA,Bossier Parish,Bossier City Animal Control,Government Animal Services,1/1/1980 12:00:00 AM,,BOSSIER CITY,71111,2011,11,107,0,0,64,0,0,99,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,25,0,0,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,95,0,0,22,0,0,10,0,0,94,139,97,130
